encoder,norm_mode,space,projection,N,metric,recall_proto,recall_1nn,proto_advantage,mean_lcomp,centroid_top1,centroid_top5,centroid_top10,centroid_top20,exemplar_top1,exemplar_top5,exemplar_top10,exemplar_top20,mean_proto_rank,median_proto_rank,p90_proto_rank,mean_exemplar_rank,median_exemplar_rank,p90_exemplar_rank,linear_probe_svc,linear_probe_lr,margin_p1,margin_p5,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,z_score,distortion_mean,distortion_median,distortion_p95
e5-small-v2,l2_normalized,proj_128d,random,400,L2,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.245,199.5,358.20000000000005,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005480350977400054,0.9999855910765642,0.9999857544898987,0.9999886751174927
e5-small-v2,l2_normalized,proj_128d,random,400,Cosine,0.0025,0.0025,0.0,1.9734309747815133,0.0025,0.015,0.0275,0.0525,0.0025,0.0075,0.0175,0.06,196.9525,200.5,354.20000000000005,194.6075,193.0,357.1,0.0025,0.0025,-7.748603820800781e-07,-6.556510925292969e-07,-5.960464477539062e-07,-5.364418029785156e-07,-4.172325134277344e-07,-2.980232238769531e-07,-1.7881393432617188e-07,3.7771637607062316,0.9999855910765642,0.9999857544898987,0.9999886751174927
e5-small-v2,l2_normalized,proj_128d,svd,400,L1,0.56,0.56,0.0,1.0450584673881531,0.56,1.0,1.0,1.0,0.56,0.9975,1.0,1.0,0.5275,0.0,1.0,0.555,0.0,1.0,0.5575,0.5525,-0.359715678691864,-0.2308707594871521,-0.18175022602081298,-0.10180014371871948,0.046585917472839355,0.1945207118988037,0.3881096363067628,3.7917637127038875,0.5752419748265722,0.5797124803066254,0.6546207368373871
e5-small-v2,l2_normalized,proj_128d,svd,400,L2,0.555,0.5625,-0.007499999999999951,1.0690725344419478,0.555,0.9925,0.9975,1.0,0.5625,0.9975,1.0,1.0,0.6,0.0,1.1000000000000227,0.5425,0.0,1.0,0.5575,0.5525,-0.04331129431724548,-0.023658086359500886,-0.021310466527938842,-0.01144535094499588,0.003949761390686035,0.021785810589790344,0.04249529540538789,2.940369975798715,0.5752419748265722,0.5797124803066254,0.6546207368373871
e5-small-v2,l2_normalized,proj_128d,svd,400,Cosine,0.5525,0.56,-0.007500000000000062,1.2283239242434503,0.5525,0.9925,1.0,1.0,0.56,1.0,1.0,1.0,0.5975,0.0,2.0,0.5425,0.0,1.0,0.5575,0.5525,-0.09035737752914429,-0.05356555581092834,-0.04396861791610718,-0.02257654070854187,0.007509469985961914,0.04745234549045563,0.10147954821586609,2.459498796642092,0.5752419748265722,0.5797124803066254,0.6546207368373871
e5-small-v2,l2_normalized,proj_256d,random,400,L1,0.38,0.435,-0.05499999999999999,1.0242747975885869,0.38,0.8525,0.9375,0.9825,0.435,0.8825,0.945,0.99,2.6075,1.0,6.0,1.995,1.0,5.0,0.24,0.2075,-0.10237451136112213,-0.07543355822563172,-0.05793713927268982,-0.034763991832733154,-0.010143190622329712,0.014170408248901367,0.03480457067489625,2.97343189699915,0.9116474183843755,0.9123172163963318,0.9277899831533432
e5-small-v2,l2_normalized,proj_256d,random,400,L2,0.28,0.3075,-0.02749999999999997,1.0562112471461296,0.28,0.5875,0.7375,0.875,0.3075,0.6775,0.8125,0.9225,12.1125,2.0,25.100000000000023,5.9725,2.0,13.100000000000023,0.24,0.2075,-0.020886096507310867,-0.01583222821354866,-0.012335561215877533,-0.007846614345908165,-0.0037403106689453125,0.0003183111548423767,0.003035736083984378,2.1930351544987476,0.9116474183843755,0.9123172163963318,0.9277899831533432
e5-small-v2,l2_normalized,proj_256d,random,400,Cosine,0.2825,0.2925,-0.010000000000000009,1.1136931951344013,0.2825,0.605,0.7625,0.885,0.2925,0.675,0.8125,0.9175,12.015,2.0,23.100000000000023,6.1275,2.0,16.0,0.24,0.2075,-8.050203323364258e-06,-6.204843521118164e-06,-4.714727401733398e-06,-2.86102294921875e-06,-1.3113021850585938e-06,1.341104507446289e-07,1.0132789611816406e-06,1.5394273908129625,0.9116474183843755,0.9123172163963318,0.9277899831533432
e5-small-v2,l2_normalized,proj_256d,svd,400,L1,0.56,0.56,0.0,1.026142175346613,0.56,1.0,1.0,1.0,0.56,0.9975,1.0,1.0,0.535,0.0,1.0,0.55,0.0,1.0,0.555,0.5525,-0.38426469802856444,-0.25364615917205807,-0.19153170585632323,-0.10872304439544678,0.058054447174072266,0.2019733190536499,0.38467593193054217,3.180325475537899,0.5163185497025599,0.5208316445350647,0.6168013572692871
e5-small-v2,l2_normalized,proj_256d,svd,400,L2,0.555,0.5625,-0.007499999999999951,1.04492896348238,0.555,0.9925,0.9975,1.0,0.5625,0.995,1.0,1.0,0.6025,0.0,1.1000000000000227,0.55,0.0,1.0,0.555,0.5525,-0.03556221663951874,-0.020711439847946166,-0.017791420221328735,-0.009899772703647614,0.0037102103233337402,0.0189848393201828,0.0350296437740326,2.935339174480877,0.5163185497025599,0.5208316445350647,0.6168013572692871
e5-small-v2,l2_normalized,proj_256d,svd,400,Cosine,0.5525,0.56,-0.007500000000000062,1.1547612747550011,0.5525,0.9925,1.0,1.0,0.56,1.0,1.0,1.0,0.59,0.0,2.0,0.5425,0.0,1.0,0.555,0.5525,-0.07742484033107758,-0.04880822598934174,-0.038013356924057,-0.02003273367881775,0.006999164819717407,0.04148299992084503,0.08424144387245179,2.4633880604743843,0.5163185497025599,0.5208316445350647,0.6168013572692871
e5-small-v2,raw,raw,none,800,L1,0.275,0.2775,-0.0025000000000000022,1.0466132041066885,0.275,0.95,0.995,0.99875,0.2775,0.96375,0.99625,1.0,1.71125,1.0,4.0,1.605,1.0,4.0,0.27625,-1.0,-0.6855248498916626,-0.5383052825927734,-0.4686876773834228,-0.32335448265075684,-0.15507769584655762,0.018213868141174316,0.16157407760620124,3.1848849300975965,0.0,0.0,0.0
e5-small-v2,raw,raw,none,800,L2,0.27625,0.28,-0.003750000000000031,1.0396207071095704,0.27625,0.95875,0.99375,0.99875,0.28,0.96875,0.99625,0.99875,1.65875,1.0,4.0,1.5525,1.0,3.0,0.27625,-1.0,-0.04485606729984284,-0.02928953468799591,-0.024362635612487794,-0.01668129861354828,-0.007240772247314453,0.0007711499929428101,0.007873022556304935,3.215701752217421,0.0,0.0,0.0
e5-small-v2,raw,raw,none,800,Cosine,0.27625,0.28,-0.003750000000000031,1.101884220317006,0.27625,0.95875,0.99375,0.99875,0.28,0.96875,0.99625,0.99875,1.65625,1.0,4.0,1.5525,1.0,3.0,0.27625,-1.0,-0.026964231729507446,-0.01628156006336212,-0.013277506828308106,-0.008405819535255432,-0.003655046224594116,0.0002972334623336792,0.004069489240646362,2.473640101451385,0.0,0.0,0.0
e5-small-v2,raw,proj_128d,random,800,L1,0.13625,0.1525,-0.016249999999999987,1.0342965485900641,0.13625,0.4725,0.63875,0.78,0.1525,0.53,0.68,0.7975,21.25875,5.0,55.0,18.95875,4.0,52.10000000000002,0.00125,-1.0,-3.2606124877929685e-05,-2.5159120559692384e-05,-2.098679542541504e-05,-1.3485550880432129e-05,-7.033348083496094e-06,-2.60770320892334e-06,8.344650268554688e-07,2.9072903713484077,0.9999856453081158,0.9999857544898987,0.9999886155128479
e5-small-v2,raw,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,398.86125,398.5,716.2,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03203011988000111,0.9999856453081158,0.9999857544898987,0.9999886155128479
e5-small-v2,raw,proj_128d,random,800,Cosine,0.00125,0.00125,0.0,1.9468955837190152,0.00125,0.00875,0.01875,0.03375,0.00125,0.00375,0.01,0.025,395.47625,404.0,723.1,394.11625,385.0,723.0,0.00125,-1.0,-7.748603820800781e-07,-7.152557373046875e-07,-6.556510925292969e-07,-5.364418029785156e-07,-4.172325134277344e-07,-2.980232238769531e-07,-2.384185791015625e-07,3.965939915466761,0.9999856453081158,0.9999857544898987,0.9999886155128479
e5-small-v2,raw,proj_128d,svd,800,L1,0.28125,0.28125,0.0,1.0515415655076503,0.28125,0.96625,1.0,1.0,0.28125,0.97375,0.99625,0.99875,1.49875,1.0,3.0,1.5275,1.0,3.0,0.28125,-1.0,-0.3858587908744812,-0.3026498556137085,-0.23442401885986328,-0.15368753671646118,-0.061913251876831055,0.013673722743988037,0.08198363780975343,4.376813795775487,0.5683951869228406,0.5732302069664001,0.6348784387111663
e5-small-v2,raw,proj_128d,svd,800,L2,0.27625,0.28,-0.003750000000000031,1.0726177178323268,0.27625,0.95375,0.995,0.99875,0.28,0.97,0.99875,1.0,1.67,1.0,4.0,1.53375,1.0,3.0,0.28125,-1.0,-0.05738515704870224,-0.03726472109556198,-0.03135364353656769,-0.021828241646289825,-0.009774580597877502,0.0010172873735427856,0.009657844901084902,3.2087496874786035,0.5683951869228406,0.5732302069664001,0.6348784387111663
e5-small-v2,raw,proj_128d,svd,800,Cosine,0.27625,0.28,-0.003750000000000031,1.2347353738546372,0.27625,0.96125,0.99625,0.99875,0.28,0.97,0.9975,1.0,1.63125,1.0,4.0,1.525,1.0,3.0,0.28125,-1.0,-0.121721773147583,-0.0829444020986557,-0.06569226384162903,-0.042448848485946655,-0.020867764949798584,0.0022427737712860107,0.021462798118591322,2.6559627775253145,0.5683951869228406,0.5732302069664001,0.6348784387111663
e5-small-v2,raw,proj_256d,random,800,L1,0.22375,0.225,-0.0012500000000000011,1.022712306678295,0.22375,0.71875,0.8475,0.93375,0.225,0.77375,0.8825,0.94125,5.76125,2.0,14.0,5.06125,2.0,11.0,0.13625,-1.0,-0.1293630701303482,-0.0946177452802658,-0.07587453126907348,-0.04944169521331787,-0.02427053451538086,-0.00330314040184021,0.014625233411788958,3.2017464399201674,0.9114770158860034,0.9121094346046448,0.926669818162918
e5-small-v2,raw,proj_256d,random,800,L2,0.16125,0.16875,-0.007500000000000007,1.0444412823021412,0.16125,0.48375,0.625,0.75625,0.16875,0.53375,0.68875,0.825,24.1425,5.0,54.0,16.41875,4.0,38.0,0.13625,-1.0,-0.026185310557484628,-0.017910966277122495,-0.015229656547307967,-0.009912542998790741,-0.005751121789216995,-0.0016662077978253365,0.0014093704521656039,2.3814906341790616,0.9114770158860034,0.9121094346046448,0.926669818162918
e5-small-v2,raw,proj_256d,random,800,Cosine,0.165,0.16625,-0.0012500000000000011,1.0882652471214533,0.165,0.49375,0.63125,0.76875,0.16625,0.53875,0.69,0.8125,22.48125,5.0,46.10000000000002,15.72375,4.0,40.0,0.13625,-1.0,-1.138746738433838e-05,-7.513165473937988e-06,-5.728006362915039e-06,-3.516674041748047e-06,-1.7881393432617188e-06,-4.76837158203125e-07,4.231929779052748e-07,1.6665857808563185,0.9114770158860034,0.9121094346046448,0.926669818162918
e5-small-v2,raw,proj_256d,svd,800,L1,0.28125,0.28125,0.0,1.029031386077404,0.28125,0.965,0.99875,1.0,0.28125,0.96625,0.99625,0.99875,1.52375,1.0,3.0,1.5525,1.0,3.0,0.27625,-1.0,-0.4462584114074707,-0.29541518688201907,-0.24396758079528807,-0.16295361518859863,-0.07234001159667969,0.014848470687866211,0.08795900344848635,3.600947778854774,0.5036875547874353,0.5094296336174011,0.5941485583782196
e5-small-v2,raw,proj_256d,svd,800,L2,0.27625,0.28,-0.003750000000000031,1.0471652504056692,0.27625,0.9575,0.99375,0.99875,0.28,0.96875,0.99625,0.99875,1.6625,1.0,4.0,1.5575,1.0,3.0,0.27625,-1.0,-0.0475420206785202,-0.032030798494815826,-0.026440072059631347,-0.01821085810661316,-0.007832586765289307,0.000828474760055542,0.008259001374244691,3.219142938605267,0.5036875547874353,0.5094296336174011,0.5941485583782196
e5-small-v2,raw,proj_256d,svd,800,Cosine,0.27625,0.28,-0.003750000000000031,1.159046191573143,0.27625,0.96,0.99625,0.99875,0.28,0.96875,0.99625,1.0,1.62875,1.0,4.0,1.545,1.0,3.0,0.27625,-1.0,-0.09844407737255097,-0.07067229747772216,-0.05810560584068298,-0.03649383783340454,-0.01779162883758545,0.002483054995536804,0.01942870616912842,2.6682969112239903,0.5036875547874353,0.5094296336174011,0.5941485583782196
e5-small-v2,l2_normalized,raw,none,800,L1,0.275,0.2775,-0.0025000000000000022,1.0466132058203221,0.275,0.95,0.995,0.99875,0.2775,0.96375,0.99625,1.0,1.71125,1.0,4.0,1.605,1.0,4.0,0.27625,-1.0,-0.6855257844924927,-0.5383057117462158,-0.4686884880065918,-0.32335400581359863,-0.15507769584655762,0.01821446418762207,0.161574935913086,3.184884930231623,0.0,0.0,0.0
e5-small-v2,l2_normalized,raw,none,800,L2,0.27625,0.28,-0.003750000000000031,1.0396207063645124,0.27625,0.95875,0.99375,0.99875,0.28,0.96875,0.99625,0.99875,1.65875,1.0,4.0,1.5525,1.0,3.0,0.27625,-1.0,-0.044856008291244504,-0.02928970009088516,-0.024362623691558838,-0.01668122410774231,-0.007240593433380127,0.0007711499929428101,0.007872942090034488,3.2157017412488376,0.0,0.0,0.0
e5-small-v2,l2_normalized,raw,none,800,Cosine,0.27625,0.28,-0.003750000000000031,1.1018841791152953,0.27625,0.95875,0.99375,0.99875,0.28,0.96875,0.99625,0.99875,1.65625,1.0,4.0,1.5525,1.0,3.0,0.27625,-1.0,-0.026964231729507446,-0.016281613707542417,-0.013277500867843628,-0.008405864238739014,-0.0036550164222717285,0.0002972036600112915,0.0040695488452911375,2.4736400625178088,0.0,0.0,0.0
e5-small-v2,l2_normalized,proj_128d,random,800,L1,0.13625,0.1525,-0.016249999999999987,1.0342965485900641,0.13625,0.4725,0.63875,0.78,0.1525,0.53,0.68,0.7975,21.25875,5.0,55.0,18.95875,4.0,52.10000000000002,0.0025,-1.0,-3.2606124877929685e-05,-2.5159120559692384e-05,-2.098679542541504e-05,-1.3485550880432129e-05,-7.033348083496094e-06,-2.60770320892334e-06,8.344650268554688e-07,2.907290968728582,0.9999856452723459,0.9999857544898987,0.9999886155128479
e5-small-v2,l2_normalized,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,398.86125,398.5,716.2,399.5,399.5,719.1,0.0025,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032030129153919264,0.9999856452723459,0.9999857544898987,0.9999886155128479
e5-small-v2,l2_normalized,proj_128d,random,800,Cosine,0.00125,0.00125,0.0,1.9468955837190152,0.00125,0.00875,0.01875,0.03375,0.00125,0.00375,0.01,0.025,395.47625,404.0,723.1,394.11625,385.0,723.0,0.0025,-1.0,-7.748603820800781e-07,-7.152557373046875e-07,-6.556510925292969e-07,-5.364418029785156e-07,-4.172325134277344e-07,-2.980232238769531e-07,-2.384185791015625e-07,3.965939915466761,0.9999856452723459,0.9999857544898987,0.9999886155128479
e5-small-v2,l2_normalized,proj_128d,svd,800,L1,0.28125,0.28125,0.0,1.051557419076562,0.28125,0.96625,1.0,1.0,0.28125,0.97375,0.99625,0.99875,1.49875,1.0,3.0,1.5275,1.0,3.0,0.28125,-1.0,-0.38556495428085324,-0.30234335660934447,-0.23437495231628416,-0.15389961004257202,-0.06200599670410156,0.01350170373916626,0.08206017017364503,4.376765263879517,0.5683962356975065,0.5732275247573853,0.6348832011222839
e5-small-v2,l2_normalized,proj_128d,svd,800,L2,0.27625,0.28,-0.003750000000000031,1.0726171021908522,0.27625,0.95375,0.995,0.99875,0.28,0.97,0.99875,1.0,1.67,1.0,4.0,1.53375,1.0,3.0,0.28125,-1.0,-0.05738420099020004,-0.03726484477519989,-0.031353944540023805,-0.021827682852745056,-0.009775161743164062,0.0010178014636039734,0.009658601880073548,3.2087515452416087,0.5683962356975065,0.5732275247573853,0.6348832011222839
e5-small-v2,l2_normalized,proj_128d,svd,800,Cosine,0.27625,0.28,-0.003750000000000031,1.2347343884408475,0.27625,0.96125,0.99625,0.99875,0.28,0.97,0.9975,1.0,1.63125,1.0,4.0,1.525,1.0,3.0,0.28125,-1.0,-0.12171787679195405,-0.08294674754142761,-0.06569555997848511,-0.04244910180568695,-0.020868957042694092,0.002243742346763611,0.02146430611610414,2.655969542010528,0.5683962356975065,0.5732275247573853,0.6348832011222839
e5-small-v2,l2_normalized,proj_256d,random,800,L1,0.22375,0.225,-0.0012500000000000011,1.0227123115956784,0.22375,0.71875,0.8475,0.93375,0.225,0.77375,0.8825,0.94125,5.76125,2.0,14.0,5.06125,2.0,11.0,0.13625,-1.0,-0.12936360478401185,-0.0946177989244461,-0.07587406635284423,-0.049441829323768616,-0.024270325899124146,-0.0033033639192581177,0.01462510824203493,3.2017461561676606,0.9114770478524072,0.9121094346046448,0.926669818162918
e5-small-v2,l2_normalized,proj_256d,random,800,L2,0.16125,0.17,-0.008750000000000008,1.0444482944905757,0.16125,0.4875,0.62625,0.75625,0.17,0.53375,0.68875,0.8225,24.105,5.0,53.10000000000002,16.425,4.0,38.10000000000002,0.13625,-1.0,-0.02625280901789665,-0.017970021441578866,-0.015340165793895721,-0.009935269132256508,-0.00573938712477684,-0.0016615642234683037,0.0014138184487819685,2.3817539014208418,0.9114770478524072,0.9121094346046448,0.926669818162918
e5-small-v2,l2_normalized,proj_256d,random,800,Cosine,0.16625,0.165,0.0012500000000000011,1.088163158595562,0.16625,0.5,0.635,0.7675,0.165,0.53625,0.68875,0.81125,22.47625,4.5,48.0,15.71375,4.0,40.0,0.13625,-1.0,-1.1445283889770508e-05,-7.513165473937988e-06,-5.728006362915039e-06,-3.516674041748047e-06,-1.7881393432617188e-06,-4.76837158203125e-07,4.76837158203125e-07,1.6667465617149588,0.9114770478524072,0.9121094346046448,0.926669818162918
e5-small-v2,l2_normalized,proj_256d,svd,800,L1,0.28125,0.28125,0.0,1.0290371400117875,0.28125,0.965,0.99875,1.0,0.28125,0.96625,0.99625,0.99875,1.525,1.0,3.0,1.55125,1.0,3.0,0.27625,-1.0,-0.44658059120178223,-0.2952847480773926,-0.24385652542114258,-0.16306889057159424,-0.07248687744140625,0.014641165733337402,0.08787536621093753,3.6009086695229184,0.5036888696666144,0.5094051361083984,0.5941444516181945
e5-small-v2,l2_normalized,proj_256d,svd,800,L2,0.27625,0.28,-0.003750000000000031,1.0471648504585027,0.27625,0.9575,0.99375,0.99875,0.28,0.96875,0.99625,0.99875,1.6625,1.0,4.0,1.5575,1.0,3.0,0.27625,-1.0,-0.04754100859165192,-0.03203071653842926,-0.026440286636352537,-0.018210284411907196,-0.007833510637283325,0.0008285418152809143,0.008259737491607666,3.2191449037011393,0.5036888696666144,0.5094051361083984,0.5941444516181945
e5-small-v2,l2_normalized,proj_256d,svd,800,Cosine,0.27625,0.28,-0.003750000000000031,1.1590455608069896,0.27625,0.96,0.99625,0.99875,0.28,0.96875,0.99625,1.0,1.62875,1.0,4.0,1.545,1.0,3.0,0.27625,-1.0,-0.0984417188167572,-0.07067117393016814,-0.05810618996620178,-0.036494046449661255,-0.017792701721191406,0.002483546733856201,0.01942954659461975,2.6683037432696257,0.5036888696666144,0.5094051361083984,0.5941444516181945
all-mpnet-base-v2,raw,raw,none,100,L1,0.97,0.95,0.020000000000000018,1.0377901607751847,0.97,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.05,0.0,0.0,0.06,0.0,0.0,0.96,0.98,-0.07153133392333985,0.21124401092529296,0.7706066131591798,1.5310940742492676,1.990168571472168,2.4628729820251465,3.084722805023194,2.6102832561171803,0.0,0.0,0.0
all-mpnet-base-v2,raw,raw,none,100,L2,0.97,0.97,0.0,1.041181861758232,0.97,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.04,0.0,0.0,0.04,0.0,0.0,0.96,0.98,-0.007215886116027832,0.016492456197738647,0.038827955722808845,0.08130957186222076,0.09868299961090088,0.12127497792243958,0.15569613575935368,2.7015699562079223,0.0,0.0,0.0
all-mpnet-base-v2,raw,raw,none,100,Cosine,0.97,0.97,0.0,1.1659554582834244,0.97,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.04,0.0,0.0,0.04,0.0,0.0,0.96,0.98,-0.0054951000213623044,0.013229164481163026,0.027920627593994145,0.06209886074066162,0.08267873525619507,0.09977422654628754,0.11967675685882569,2.2232652055651565,0.0,0.0,0.0
all-mpnet-base-v2,raw,proj_128d,random,100,L1,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,raw,proj_128d,random,100,L2,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,raw,proj_128d,random,100,Cosine,0.01,0.01,0.0,0.8563314080238342,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,raw,proj_128d,svd,100,L1,0.98,0.92,0.05999999999999994,1.0465481513738633,0.98,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.03,0.0,0.0,0.11,0.0,0.0,0.96,0.98,-0.06885680675506592,0.14364662170410156,0.19819869995117187,0.5503635406494141,0.7473633289337158,1.004557728767395,1.3205204963684083,3.0948267384007084,0.7158661150598192,0.7263038158416748,0.7626086592674255
all-mpnet-base-v2,raw,proj_128d,svd,100,L2,0.97,0.96,0.010000000000000009,1.0684975481033325,0.97,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.04,0.0,0.0,0.04,0.0,0.0,0.96,0.98,-0.00583251953125,0.01997718214988709,0.04460150003433228,0.09408698976039886,0.11364731192588806,0.14533094316720963,0.18217149376869202,2.7356434907343434,0.7158661150598192,0.7263038158416748,0.7626086592674255
all-mpnet-base-v2,raw,proj_128d,svd,100,Cosine,0.97,0.98,-0.010000000000000009,1.273296308517456,0.97,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.04,0.0,0.0,0.02,0.0,0.0,0.96,0.98,-0.005816882252693176,0.020412477850914004,0.04105461239814758,0.09416256844997406,0.1290355920791626,0.1514449268579483,0.1766182124614716,2.261280320201975,0.7158661150598192,0.7263038158416748,0.7626086592674255
