encoder,norm_mode,space,projection,N,metric,recall_proto,recall_1nn,proto_advantage,mean_lcomp,centroid_top1,centroid_top5,centroid_top10,centroid_top20,exemplar_top1,exemplar_top5,exemplar_top10,exemplar_top20,mean_proto_rank,median_proto_rank,p90_proto_rank,mean_exemplar_rank,median_exemplar_rank,p90_exemplar_rank,linear_probe_svc,linear_probe_lr,margin_p1,margin_p5,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,z_score,distortion_mean,distortion_median,distortion_p95
all-mpnet-base-v2,raw,proj_128d,random,800,L1,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,raw,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,raw,proj_128d,random,800,Cosine,0.00125,0.00125,0.0,0.8563314080238342,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,raw,proj_128d,svd,800,L1,0.2775,0.28,-0.0025000000000000022,1.0398762177675962,0.2775,0.95375,0.98875,0.9975,0.28,0.91125,0.98375,0.99875,1.6725,1.0,3.0,1.85875,1.0,4.0,0.26875,-1.0,-0.7420500993728638,-0.43757014274597167,-0.3744192123413086,-0.25889456272125244,-0.12812471389770508,0.022015810012817383,0.1419922828674317,4.1444175898870865,0.6938298290003345,0.7054125070571899,0.7369527757167816
all-mpnet-base-v2,raw,proj_128d,svd,800,L2,0.2775,0.28,-0.0025000000000000022,1.0733362282067538,0.2775,0.965,0.99625,1.0,0.28,0.94875,0.9975,1.0,1.5675,1.0,3.0,1.6125,1.0,4.0,0.26875,-1.0,-0.06775007158517837,-0.05248247683048248,-0.046218383312225345,-0.0321967676281929,-0.014403998851776123,0.0025384873151779175,0.022223678231239323,3.052884120389887,0.6938298290003345,0.7054125070571899,0.7369527757167816
all-mpnet-base-v2,raw,proj_128d,svd,800,Cosine,0.28125,0.28,0.0012499999999999734,1.2794945539534093,0.28125,0.96875,0.995,1.0,0.28,0.95,0.99625,1.0,1.55,1.0,3.0,1.59875,1.0,4.0,0.26875,-1.0,-0.07553132295608521,-0.05968058109283447,-0.050089734792709346,-0.03299964964389801,-0.013068616390228271,0.0023678094148635864,0.02001330852508545,2.4693623327054524,0.6938298290003345,0.7054125070571899,0.7369527757167816
all-mpnet-base-v2,raw,proj_256d,random,800,L1,0.01625,0.0225,-0.006249999999999999,1.0110995745286346,0.01625,0.05875,0.1,0.14875,0.0225,0.0575,0.09375,0.14625,278.595,256.5,611.4000000000001,225.5025,171.5,541.1,0.00125,-1.0,-2.384185791015625e-07,-1.7881393432617188e-07,-1.1920928955078125e-07,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,-1.8492008828388566,0.9999999921783063,1.0,1.0
all-mpnet-base-v2,raw,proj_256d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.383618902982562,0.9999999921783063,1.0,1.0
all-mpnet-base-v2,raw,proj_256d,random,800,Cosine,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999921783063,1.0,1.0
all-mpnet-base-v2,raw,proj_256d,svd,800,L1,0.27875,0.27625,0.0025000000000000022,1.0177808412909508,0.27875,0.9525,0.98375,0.99375,0.27625,0.895,0.97875,0.99625,1.83125,1.0,3.0,2.11,1.0,5.0,0.25625,-1.0,-0.8753983402252197,-0.5211558818817138,-0.4075616836547852,-0.27740657329559326,-0.1409287452697754,0.015166997909545898,0.16106929779052737,3.6487617129376537,0.6438904879307313,0.6587204933166504,0.7000420093536377
all-mpnet-base-v2,raw,proj_256d,svd,800,L2,0.2775,0.27875,-0.0012499999999999734,1.0511603803187608,0.2775,0.9675,0.99125,1.0,0.27875,0.94375,0.99375,0.99875,1.6025,1.0,3.0,1.665,1.0,4.0,0.25625,-1.0,-0.06645180642604828,-0.04948360621929169,-0.04307816624641418,-0.031015127897262573,-0.013614892959594727,0.001772552728652954,0.01961111426353455,3.0376329124308885,0.6438904879307313,0.6587204933166504,0.7000420093536377
all-mpnet-base-v2,raw,proj_256d,svd,800,Cosine,0.27875,0.27875,0.0,1.209635655209422,0.27875,0.96625,0.9925,1.0,0.27875,0.94375,0.995,1.0,1.58375,1.0,3.0,1.65,1.0,4.0,0.25625,-1.0,-0.07460202217102051,-0.05868423879146576,-0.049147164821624754,-0.03269757330417633,-0.012720495462417603,0.0018256306648254395,0.01817970871925354,2.47267594989842,0.6438904879307313,0.6587204933166504,0.7000420093536377
all-mpnet-base-v2,l2_normalized,raw,none,800,L1,0.2775,0.27875,-0.0012499999999999734,1.0382923762500287,0.2775,0.9625,0.99125,0.9975,0.27875,0.92875,0.98875,0.99875,1.64,1.0,3.0,1.765,1.0,4.0,0.24125,-1.0,-1.4795076370239257,-0.9980570793151855,-0.8333591461181641,-0.6071796417236328,-0.27396392822265625,0.02913212776184082,0.4285680770874026,2.924167644267367,0.0,0.0,0.0
all-mpnet-base-v2,l2_normalized,raw,none,800,L2,0.2775,0.27875,-0.0012499999999999734,1.0417601116001607,0.2775,0.96625,0.99125,1.0,0.27875,0.94375,0.9925,0.99875,1.60625,1.0,3.0,1.67625,1.0,4.0,0.24125,-1.0,-0.061533327698707584,-0.04714444279670715,-0.040523380041122437,-0.029059112071990967,-0.012417465448379517,0.0016261935234069824,0.018624651432037356,3.0284772082105014,0.0,0.0,0.0
all-mpnet-base-v2,l2_normalized,raw,none,800,Cosine,0.2775,0.27875,-0.0012499999999999734,1.163155770227313,0.2775,0.965,0.9925,0.9975,0.27875,0.94375,0.9925,0.99875,1.61625,1.0,3.0,1.67625,1.0,4.0,0.24125,-1.0,-0.048308874368667605,-0.0368608683347702,-0.03093746304512024,-0.022159352898597717,-0.008549362421035767,0.0012236684560775757,0.012539845705032355,2.4124961235019193,0.0,0.0,0.0
all-mpnet-base-v2,l2_normalized,proj_128d,random,800,L1,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,l2_normalized,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,l2_normalized,proj_128d,random,800,Cosine,0.00125,0.00125,0.0,0.8563314080238342,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
all-mpnet-base-v2,l2_normalized,proj_128d,svd,800,L1,0.2775,0.28,-0.0025000000000000022,1.0398521883785725,0.2775,0.95375,0.98875,0.9975,0.28,0.91125,0.98375,0.99875,1.6725,1.0,3.0,1.86,1.0,4.0,0.26875,-1.0,-0.7425802326202393,-0.438135814666748,-0.37323789596557616,-0.2590904235839844,-0.12842488288879395,0.022663354873657227,0.14204187393188483,4.144489887044212,0.6938301755872147,0.7054312229156494,0.736927330493927
all-mpnet-base-v2,l2_normalized,proj_128d,svd,800,L2,0.2775,0.28,-0.0025000000000000022,1.0733371879905462,0.2775,0.965,0.99625,1.0,0.28,0.94875,0.9975,1.0,1.5675,1.0,3.0,1.6125,1.0,4.0,0.26875,-1.0,-0.06774896860122681,-0.05249409377574921,-0.0462263286113739,-0.03219100087881088,-0.014403611421585083,0.002537153661251068,0.022258254885673526,3.052941430297425,0.6938301755872147,0.7054312229156494,0.736927330493927
all-mpnet-base-v2,l2_normalized,proj_128d,svd,800,Cosine,0.28125,0.28,0.0012499999999999734,1.279504790455103,0.28125,0.96875,0.995,1.0,0.28,0.95,0.99625,1.0,1.55,1.0,3.0,1.59875,1.0,4.0,0.26875,-1.0,-0.07553199708461761,-0.05968244969844818,-0.05008953809738159,-0.032995522022247314,-0.013066142797470093,0.00236646831035614,0.020011168718338013,2.469443251119141,0.6938301755872147,0.7054312229156494,0.736927330493927
all-mpnet-base-v2,l2_normalized,proj_256d,random,800,L1,0.01625,0.0225,-0.006249999999999999,1.0110995745286346,0.01625,0.05875,0.1,0.14875,0.0225,0.0575,0.09375,0.14625,278.595,256.5,611.4000000000001,225.5025,171.5,541.1,0.00125,-1.0,-2.384185791015625e-07,-1.7881393432617188e-07,-1.1920928955078125e-07,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,-1.8492008828388566,0.9999999921783063,1.0,1.0
all-mpnet-base-v2,l2_normalized,proj_256d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.383618902982562,0.9999999921783063,1.0,1.0
all-mpnet-base-v2,l2_normalized,proj_256d,random,800,Cosine,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999921783063,1.0,1.0
all-mpnet-base-v2,l2_normalized,proj_256d,svd,800,L1,0.27875,0.27625,0.0025000000000000022,1.0177670415490865,0.27875,0.9525,0.98375,0.99375,0.27625,0.895,0.97875,0.99625,1.83125,1.0,3.0,2.1075,1.0,5.0,0.25625,-1.0,-0.8769124603271484,-0.5213311195373534,-0.40688061714172363,-0.2777448892593384,-0.1410677433013916,0.014688730239868164,0.16141328811645508,3.6488349966615687,0.6438909626336163,0.6587259769439697,0.700031954050064
all-mpnet-base-v2,l2_normalized,proj_256d,svd,800,L2,0.2775,0.27875,-0.0012499999999999734,1.0511605882644652,0.2775,0.9675,0.99125,1.0,0.27875,0.94375,0.99375,0.99875,1.6025,1.0,3.0,1.665,1.0,4.0,0.25625,-1.0,-0.0664527940750122,-0.04948611557483673,-0.043078482151031494,-0.0310162752866745,-0.013616204261779785,0.0017720609903335571,0.019608801603317266,3.0376891425575,0.6438909626336163,0.6587259769439697,0.700031954050064
all-mpnet-base-v2,l2_normalized,proj_256d,svd,800,Cosine,0.27875,0.27875,0.0,1.209642828181386,0.27875,0.96625,0.9925,1.0,0.27875,0.94375,0.995,1.0,1.58375,1.0,3.0,1.65,1.0,4.0,0.25625,-1.0,-0.07460535049438477,-0.05868642032146454,-0.04914806485176086,-0.03269939124584198,-0.012719690799713135,0.0018251091241836548,0.01818184852600098,2.472756622023342,0.6438909626336163,0.6587259769439697,0.700031954050064
e5-base-v2,raw,raw,none,100,L1,1.0,0.98,0.020000000000000018,1.0428067803382874,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.09676227569580079,0.5273661136627197,0.6137538909912109,0.835066556930542,1.033886432647705,1.2288939952850342,1.3424313545227053,2.452366506639448,0.0,0.0,0.0
e5-base-v2,raw,raw,none,100,L2,1.0,0.98,0.020000000000000018,1.0408723533153534,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.008089781999588012,0.022482246160507202,0.02977411150932312,0.03929091989994049,0.0477825403213501,0.056340426206588745,0.06190173625946045,2.4689546808209886,0.0,0.0,0.0
e5-base-v2,raw,raw,none,100,Cosine,1.0,0.98,0.020000000000000018,1.1111230581998826,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.004285001158714294,0.012574273347854614,0.01631120443344116,0.022116094827651978,0.027988165616989136,0.033452242612838745,0.037073957920074466,2.0466233809857055,0.0,0.0,0.0
e5-base-v2,raw,proj_128d,random,100,L1,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,100,L2,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,100,Cosine,0.01,0.01,0.0,0.8563314080238342,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,svd,100,L1,0.99,0.98,0.010000000000000009,1.0442475044727326,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.01,0.0,0.0,0.04,0.0,0.0,0.97,0.99,0.014229414463043212,0.19846681356430054,0.3098789691925049,0.3685557246208191,0.4441312551498413,0.5270792841911316,0.5945372581481934,2.933860395788209,0.7225976662115531,0.7301979064941406,0.7744148015975952
e5-base-v2,raw,proj_128d,svd,100,L2,1.0,0.98,0.020000000000000018,1.0661148309707642,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.009824799597263336,0.027965983748435973,0.03794790208339691,0.04702533036470413,0.05731293559074402,0.06810565292835236,0.07553124725818634,2.490426651662249,0.7225976662115531,0.7301979064941406,0.7744148015975952
e5-base-v2,raw,proj_128d,svd,100,Cosine,0.99,0.99,0.0,1.2409864044189454,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.01,0.0,0.0,0.01,0.0,0.0,0.97,0.99,0.017947904467582702,0.06126326322555542,0.08075284361839295,0.10326899588108063,0.12849953770637512,0.15049636363983154,0.1670296132564545,2.12006261161132,0.7225976662115531,0.7301979064941406,0.7744148015975952
e5-base-v2,raw,proj_256d,random,100,L1,0.0,0.0,0.0,2.3019906026124954,0.0,0.03,0.07,0.15,0.0,0.08,0.15,0.26,51.74,51.5,89.10000000000001,42.15,38.5,85.20000000000002,0.01,0.01,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,0.0,-0.7296227811657507,0.9999999998806713,1.0,1.0
e5-base-v2,raw,proj_256d,random,100,L2,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.143314986038149,0.9999999998806713,1.0,1.0
e5-base-v2,raw,proj_256d,random,100,Cosine,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999998806713,1.0,1.0
e5-base-v2,raw,proj_256d,svd,100,L1,0.99,0.98,0.010000000000000009,1.0275180047750474,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.01,0.0,0.0,0.03,0.0,0.0,0.97,0.99,0.029571847915649412,0.19436390399932862,0.308347225189209,0.3665260076522827,0.45360302925109863,0.5229624509811401,0.5971657276153565,2.5833884000660183,0.6923986602951218,0.7022372484207153,0.7521842062473297
e5-base-v2,raw,proj_256d,svd,100,L2,1.0,0.98,0.020000000000000018,1.0524803936481475,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.009326411783695221,0.02603210657835007,0.034125664830207826,0.043356865644454956,0.052764296531677246,0.06304772198200226,0.06966103315353395,2.4736218607876626,0.6923986602951218,0.7022372484207153,0.7521842062473297
e5-base-v2,raw,proj_256d,svd,100,Cosine,0.99,0.99,0.0,1.1967380690574645,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.01,0.0,0.0,0.01,0.0,0.0,0.97,0.99,0.016705485582351683,0.05623334050178528,0.07380260229110717,0.09511463344097137,0.11924070119857788,0.14156273007392883,0.15684233903884887,2.115612647686955,0.6923986602951218,0.7022372484207153,0.7521842062473297
e5-base-v2,l2_normalized,raw,none,100,L1,1.0,0.98,0.020000000000000018,1.0428067827224732,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.09676322937011719,0.5273661136627197,0.6137538909912109,0.8350675106048584,1.0338869094848633,1.228893756866455,1.3424313545227053,2.4523664990580456,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,100,L2,1.0,0.98,0.020000000000000018,1.0408723509311677,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.008089781999588012,0.022482240200042726,0.02977405786514282,0.039290860295295715,0.04778251051902771,0.05634044110774994,0.06190185546875,2.4689546450005673,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,100,Cosine,1.0,0.98,0.020000000000000018,1.1111230486631394,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.0042849421501159664,0.01257416009902954,0.01631121039390564,0.02211613953113556,0.027988165616989136,0.033452242612838745,0.037073957920074466,2.0466233422596356,0.0,0.0,0.0
e5-base-v2,l2_normalized,proj_128d,random,100,L1,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,100,L2,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,100,Cosine,0.01,0.01,0.0,0.8563314080238342,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,svd,100,L1,0.99,0.98,0.010000000000000009,1.0442867714166642,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.01,0.0,0.0,0.04,0.0,0.0,0.97,0.99,0.014047188758850098,0.19847893714904785,0.30981452465057374,0.3683996796607971,0.4438899755477905,0.5274650454521179,0.5947893381118774,2.9339062741156914,0.7225987173176862,0.7301936745643616,0.774412053823471
e5-base-v2,l2_normalized,proj_128d,svd,100,L2,1.0,0.98,0.020000000000000018,1.066114954352379,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.009822924435138703,0.027964454889297486,0.03794880509376526,0.04702550917863846,0.05731302499771118,0.06810533255338669,0.07553049921989442,2.490422061312765,0.7225987173176862,0.7301936745643616,0.774412053823471
e5-base-v2,l2_normalized,proj_128d,svd,100,Cosine,0.99,0.99,0.0,1.2409875828027725,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.01,0.0,0.0,0.01,0.0,0.0,0.97,0.99,0.01794744551181793,0.06126372814178467,0.08075303435325623,0.10326869785785675,0.12849780917167664,0.15049831569194794,0.167031329870224,2.1200618632467263,0.7225987173176862,0.7301936745643616,0.774412053823471
e5-base-v2,l2_normalized,proj_256d,random,100,L1,0.0,0.0,0.0,2.3019906026124954,0.0,0.03,0.07,0.15,0.0,0.08,0.15,0.26,51.74,51.5,89.10000000000001,42.15,38.5,85.20000000000002,0.01,0.01,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,0.0,-0.7296227811657507,0.9999999998806713,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,random,100,L2,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.143314986038149,0.9999999998806713,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,random,100,Cosine,0.01,0.01,0.0,0.0,0.01,0.05,0.1,0.2,0.01,0.05,0.1,0.2,49.5,49.5,89.10000000000001,49.5,49.5,89.10000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999998806713,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,svd,100,L1,0.99,0.98,0.010000000000000009,1.027544231414795,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.01,0.0,0.0,0.03,0.0,0.0,0.97,0.99,0.029407567977905273,0.19433681964874266,0.3083848476409912,0.36667704582214355,0.4531223773956299,0.5227329730987549,0.5969274044036865,2.5834247932894594,0.6923997886068709,0.7022392749786377,0.7521729588508606
e5-base-v2,l2_normalized,proj_256d,svd,100,L2,1.0,0.98,0.020000000000000018,1.052480434179306,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.99,0.009324828684329987,0.026030787825584413,0.03412635922431946,0.0433565229177475,0.05276389420032501,0.06304696947336197,0.06966032385826113,2.4736174611796935,0.6923997886068709,0.7022392749786377,0.7521729588508606
e5-base-v2,l2_normalized,proj_256d,svd,100,Cosine,0.99,0.99,0.0,1.1967389553785324,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.01,0.0,0.0,0.01,0.0,0.0,0.97,0.99,0.016704970598220827,0.05623181164264679,0.07380255460739137,0.09511460363864899,0.11924174427986145,0.14156389236450195,0.1568441092967987,2.1156119931274207,0.6923997886068709,0.7022392749786377,0.7521729588508606
e5-base-v2,raw,raw,none,200,L1,0.915,0.9,0.015000000000000013,1.0438369518518449,0.915,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.09,0.0,0.0,0.125,0.0,0.09999999999999432,0.915,0.915,-0.34340243339538573,-0.19697895050048828,0.06475753784179691,0.6431822776794434,0.9218230247497559,1.1124005317687988,1.3430797576904296,2.5858613924254104,0.0,0.0,0.0
e5-base-v2,raw,raw,none,200,L2,0.915,0.905,0.010000000000000009,1.0424593606591224,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.12,0.0,0.0,0.915,0.915,-0.017526401877403258,-0.006191073358058928,0.003226464986801148,0.029097989201545715,0.042961061000823975,0.05040988326072693,0.05871020555496216,2.603287859372501,0.0,0.0,0.0
e5-base-v2,raw,raw,none,200,Cosine,0.915,0.905,0.010000000000000009,1.1148081728816033,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.12,0.0,0.0,0.915,0.915,-0.010222012996673585,-0.003300923109054565,0.0017371475696563727,0.016332462430000305,0.0247022807598114,0.030279621481895447,0.03556052446365356,2.132697581300379,0.0,0.0,0.0
e5-base-v2,raw,proj_128d,random,200,L1,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,200,L2,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,200,Cosine,0.005,0.005,0.0,0.8563314080238342,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,svd,200,L1,0.91,0.905,0.0050000000000000044,1.0473287180066109,0.91,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.105,0.0,0.0,0.15,0.0,0.0,0.905,0.915,-0.22456206560134886,-0.10839948654174804,0.03153979778289797,0.2268972396850586,0.4473830461502075,0.5483855605125427,0.6431014537811279,3.362528460246169,0.707539820253849,0.7137614190578461,0.7585753709077835
e5-base-v2,raw,proj_128d,svd,200,L2,0.915,0.905,0.010000000000000009,1.0718819671869277,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.125,0.0,0.0,0.905,0.915,-0.02485127478837967,-0.008183634281158446,0.002750056982040406,0.03686770051717758,0.05294226109981537,0.06135000288486481,0.07094713151454926,2.630893084609361,0.707539820253849,0.7137614190578461,0.7585753709077835
e5-base-v2,raw,proj_128d,svd,200,Cosine,0.91,0.91,0.0,1.2572761672735213,0.91,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.095,0.0,0.0,0.11,0.0,0.0,0.905,0.915,-0.03730444192886353,-0.011433038115501403,0.00521109700202943,0.07912473380565643,0.11745589971542358,0.13913051784038544,0.16051325798034669,2.2201932894991967,0.707539820253849,0.7137614190578461,0.7585753709077835
e5-base-v2,raw,proj_256d,random,200,L1,0.0,0.0,0.0,2.2211469492316245,0.0,0.015,0.035,0.075,0.0,0.045,0.085,0.155,100.45,99.5,175.1,85.585,72.0,175.2,0.005,0.005,-6.020069122314453e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,-0.3834748675383657,0.9999999999403953,1.0,1.0
e5-base-v2,raw,proj_256d,random,200,L2,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9324300686871534,0.9999999999403953,1.0,1.0
e5-base-v2,raw,proj_256d,random,200,Cosine,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999403953,1.0,1.0
