N,mode,projection_type,W,recall_at_1,recall_at_5,recall_at_10,mean_rank,mean_margin,p5_margin,mean_gap_ratio,mean_top1_dist,mean_top2_dist,mean_decision_gap,neighbor_recall_at_10,distortion_rate
3200,capacity,learned,64,0.8165625,0.968125,0.9884375,1.6259375,0.28958439227193594,-0.24758147001266478,1.1523242441426322,2.144335365742445,2.433919758014381,0.3410882569849491,0.5521250000000001,0.06590626388788223
3200,capacity,random,128,0.7921874999999999,0.9727083333333333,0.991875,0.0,0.29467270908256377,-0.18839887777964273,0.0,0.0,0.0,0.3391978944092989,0.7244895833333334,0.0027184483284751573
3200,capacity,svd,128,0.9271875,1.0,1.0,1.0840625,0.7089149803668261,-0.04512710571289062,1.1702166029352894,4.473770068362355,5.182685048729181,0.7225790742784739,0.78246875,0.011078264564275742
3200,capacity,learned,128,0.7959375,0.9753125,0.993125,1.513125,0.5824080661684274,-0.3899673461914061,1.1488267889148718,4.4236863739043475,5.006094440072775,0.6782316044718028,0.599,0.06430128216743469
3200,capacity,random,256,0.8885416666666667,0.99375,0.9983333333333334,0.0,0.7043102885286013,-0.14900856812795002,0.0,0.0,0.0,0.7410652010142803,0.7949270833333335,0.0018623939249664545
3200,capacity,svd,256,0.9453125,0.9996875,1.0,1.0728125,0.7711348015069962,-0.009452509880065862,1.108610581259714,7.471489220112562,8.242624021619559,0.7834774588048458,0.7075625000000001,0.01103846076875925
3200,capacity,learned,256,0.856875,0.98375,0.995,1.3415625,1.3684969386458397,-0.5415633201599118,1.1704357829738616,8.700546130985021,10.069043069630862,1.5013824164867402,0.6155625,0.0637771487236023
3200,generalization,identity,384,0.930625,0.9975,1.0,1.093125,1.2950853690505029,-0.03950185775756836,1.1422489448607756,9.754387213885785,11.049472582936287,1.3128284713625908,1.0,0.0
3200,generalization,random,32,0.47812499999999997,0.7439583333333334,0.8424999999999999,0.0,0.0033049154902497924,-0.16053502162297564,0.0,0.0,0.0,0.06080778344223897,0.5261250000000001,0.004153153082976739
3200,generalization,svd,32,0.6125,0.893125,0.95375,2.751875,0.06121816106140614,-0.1559997856616974,1.052159666373123,1.5454232715070249,1.6066414325684308,0.11146875619888305,0.5882499999999999,0.04778360575437546
3200,generalization,learned,32,0.653125,0.921875,0.969375,2.34875,0.07202828828245401,-0.2698740571737289,1.0880652807070426,1.058527052924037,1.130555341206491,0.1382834903150797,0.555625,0.05823376402258873
3200,generalization,random,64,0.6947916666666667,0.938125,0.9777083333333333,0.0,0.12070712159077325,-0.13891951044400533,0.0,0.0,0.0,0.1621035741021236,0.6519791666666667,0.00347224708336095
3200,generalization,svd,64,0.840625,0.998125,1.0,1.209375,0.3777362888306379,-0.10764704942703247,1.1570795771442481,2.583470409139991,2.9612066979706286,0.40383881218731404,0.7170625000000002,0.030573226511478424
3200,generalization,learned,64,0.87,0.983125,0.99625,1.3175,0.33454582177102565,-0.159260094165802,1.1780761235735733,2.092137696146965,2.426683517917991,0.36734483279287816,0.634,0.05640196427702904
3200,generalization,random,128,0.8041666666666667,0.9787499999999999,0.99375,0.0,0.34232644135753315,-0.16654018958409625,0.0,0.0,0.0,0.38283152391513187,0.7389374999999999,0.002617425130059322
3200,generalization,svd,128,0.881875,1.0,1.0,1.159375,0.7744700229167938,-0.11650307178497314,1.193329652917689,4.363602240383625,5.138072263300419,0.7975619846582412,0.8231875000000002,0.012382172979414463
3200,generalization,learned,128,0.83125,0.985,0.9975,1.355,0.695029334872961,-0.3052292108535766,1.1821399100128152,4.2407679940760135,4.935797328948975,0.7644359271228314,0.6672499999999999,0.05504980310797691
3200,generalization,random,256,0.8937499999999999,0.995625,0.9991666666666666,0.0,0.7960988212625185,-0.12862601280212402,0.0,0.0,0.0,0.8285096281766892,0.8046041666666667,0.0017790765268728137
3200,generalization,svd,256,0.896875,0.9975,1.0,1.144375,0.8615940445661545,-0.0807039499282837,1.1248481706922016,7.314462258517742,8.176056303083897,0.8834083953499794,0.7861250000000001,0.0073557449504733086
3200,generalization,learned,256,0.8825,0.99625,0.999375,1.193125,1.529865706562996,-0.2923097610473633,1.1920864235653195,8.548710119724273,10.07857582628727,1.6086772060394288,0.6885625000000001,0.05475044250488281
